rating,roaster,bean,location,origin,roast_level,agtron,est_price,review_date,aroma,body,flavor,aftertaste,with_milk,acid_structure,acidity,blind_assessment,notes,who_should_drink,bottom_line
93,Wonderstate Coffee,Ecuador Los Eucaliptos,"Driftless, Wisconsin","Chinchipe, Zamora Province, south-eastern Ecuador",Medium-Light,57/77,$18.00/12 ounces,2019-03-01,9,9,9,8,,8,,"Sweetly herb- and spice-toned. Lemongrass, ripe plum, cinnamon, baker’s chocolate, sarsaparilla in aroma and cup. Tart-leaning structure with high-toned acidity; plush, syrupy mouthfeel. The finish leads with notes of lemongrass and cinnamon in the short, with the root-beer-like sarsaparilla note returning in the long.","This coffee tied for the highest rating in a cupping of coffees from Peru, Bolivia and Ecuador for Coffee Review’s March 2019 tasting report. Certified organic. Produced by Ilda María Mayo entirely of the Typica variety of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information.",,"An entertaining Ecuador coffee with an unusual profile that pleasingly suggests root beer, punctuated by bright herb and sweet-toned spice notes."
93,Tandem Coffee,Nano Challa Ethiopia,"Portland, Maine","Jimma Zone, Oromia State, Ethiopia",Medium-Light,55/77,$18.00/12 ounces,2019-02-01,9,9,9,8,,8,,"High-toned, deeply sweet. Mango, gardenia, fresh-cut pine, molasses, hazelnut in aroma and cup. Sweet-tart structure with pert, lively acidity; viscous, lightly syrupy mouthfeel. The finish is redolent with mango and hazelnut.","This coffee tied for the third-highest rating in a cupping of coffees from New England roasters for Coffee Review’s February 2019 tasting report. Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in their respective regions. Most likely this coffee was produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Tandem Coffee is a café and roastery based in Portland, Maine. For more information, visit www.tandemcoffee.com.",,A pretty Ethiopia coffee characterized by tropical fruit and spice-toned flowers.
93,Gracenote Coffee Roasters,Ethiopia Tadese Yonka,"Boston, Massachusetts","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,54/78,$19.00/12 ounces,2019-02-01,9,9,9,8,,8,,"Fruit-centered, crisply sweet. Bing cherry, magnolia, oak, agave syrup, baker’s chocolate in aroma and cup. Sweet-toned structure with gentle acidity; satiny, full mouthfeel. The short finish leads with notes of cherry and baker’s chocolate, rounding to deep, low-toned flowers in the long.","This coffee tied for third-highest rating in a cupping of coffees from New England roasters for Coffee Review’s February 2019 tasting report. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Like most southern Ethiopia coffees, this coffee was produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Gracenote Coffee is an espresso bar and roastery in Boston, Massachusetts. For more information, visit www.gracenotecoffee.com.",,A distinctive wet-processed Ethiopia cup with resonant stone fruit and crisp chocolate notes throughout.
93,Barrington Coffee Roasting,Feku Double,"Lee, Massachusetts","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,56/80,$13.34/4 ounces,2019-02-01,9,8,9,8,,9,,"Bright, crisp, sweetly tart. Apricot, almond, cocoa nib, cedar, honey in aroma and cup. Sweet-tart structure with juicy acidity; velvety mouthfeel. A quietly rich finish centers around apricot and honey, with cocoa nuance.","This coffee tied for the third-highest rating in a cupping of coffees from New England roasters for Coffee Review’s February 2019 tasting report. Produced by Feku Jiberil from traditional, largely indigenous varieties of Arabica long grown in southern Ethiopia. Processed by the wet or washed method (fruit skin and pulp are removed before drying). This coffee is available exclusively as a part of the Barrington Coffee Curated Collection, which includes four ounces each of three distinguished coffees for $39.95. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",,"A classic wet-processed Ethiopia cup: bright and vibrant, with leading notes of stone fruit and cocoa."
92,Speedwell Coffee,Ethiopia Washed Kochere,"Plymouth, Massachusetts","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/77,$18.00/12 ounces,2019-02-01,9,8,9,8,,8,,"Bright, richly sweet. Jasmine, guava, pine nut, maple syrup, Nutella in aroma and cup. Sweet-toned structure with crisp, citrusy acidity; velvety-smooth mouthfeel. Floral-toned in the short finish, chocolaty in the long.","This coffee tied for the fourth-highest rating in a cupping of coffees from New England roasters for Coffee Review’s February 2019 tasting report. Coffees like this one produced in the celebrated Yirgacheffe region are produced from traditional, largely indigenous varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Yirgacheffe coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Speedwell Coffee, based in Plymouth, Massachusetts, is a wholesale and retail coffee roaster that also offers coffee subscriptions. For more information, visit www.speedwellcoffee.com.",,A floral- and tropical fruit-toned wet-processed Ethiopia cup.
91,Amavida Coffee Roasters,Rwanda Mushonyi,"Santa Rosa Beach, Florida","Rustiro District, Western Province, Rwanda",Medium-Light,58/80,$19.95/8 ounces,2019-02-01,8,8,9,8,,8,,"Crisp, deeply sweet. Cacao nib, honeysuckle, dried apricot, fresh-cut fir, agave syrup in aroma and cup. Sweet-tart structure with pert acidity; full, satiny mouthfeel. The richly drying finish centers around cocoa-toned date notes and sweetly pungent fir.","Produced by RWACOF Mushonyi, entirely from trees of the Red Bourbon variety of Arabica and processed at the privately owned Mushonyi Washing Station. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. The company name Amavida combines the Spanish words for “love” and “life,” reflecting Amavida’s multifaceted commitment to fairness and fine coffee. Visit www.amavida.com or call 850-213-1965 for more information.",,A sweet-toned Rwanda cup with pretty floral and stone fruit notes throughout.
94,Amavida Coffee Roasters,Rwanda Mushonyi Natural,"Santa Rosa Beach, Florida","Rustiro District, Western Province, Rwanda",Medium-Light,54/78,$19.95/8 ounces,2019-02-01,9,9,9,8,,9,,"Elegant, berry-toned, richly sweet. Blackberry coulis, elderflower, cacao nib, candycap mushroom, frankincense in aroma and cup. Sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. Rich, resonant finish that leads with blackberry and frankincense in the short, rounding to floral-toned cocoa in the long.","Produced by RWACOF Mushonyi, entirely from trees of the Red Bourbon variety of Arabica, this is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. The company name Amavida combines the Spanish words for “love” and “life,” reflecting Amavida’s multifaceted commitment to fairness and fine coffee. Visit www.amavida.com or call 850-213-1965 for more information.",,"A fine Rwanda natural: clean, bright, juicy, mesmerizing."
91,Mystic Monk Coffee,Ethiopia Yirgacheffe,"Clark, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium,42/62,$13.99/12 ounces,2019-02-01,8,9,8,8,,8,,"Richly spice-toned, chocolaty. Dark chocolate, peppercorn medley, dried persimmon, gardenia, singed oak in aroma and cup. Sweet-toned structure with mild acidity; satiny, surprisingly full mouthfeel. Crisp, cocoa-laden finish with gardenia and persimmon as supporting undertones.","Coffees from the Yirgacheffe region are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.",,"A deftly darker-roasted Yirgacheffe cup centered around notes of dark chocolate and spicy florals, with a particularly satisfying mouthfeel."
91,Paradise Roasters,Moonbow Decaf Espresso,"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,2019-02-01,8,8,8,8,9,,,"Evaluated as espresso. Bright, sweetly tart. Cocoa powder, hazelnut, orange zest, pomegranate, fir in aroma and small cup. Crisp, lightly syrupy mouthfeel; sweet cocoa-toned finish. In three parts milk, cocoa notes are amplified, punctuated by orange zest and fir.","A blend of various coffees from South America, decaffeinated at origin using ethyl acetate, a natural solvent derived from sugar cane. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com for more information.",,"A fine decaf espresso blend animated by tart fruit and bittersweet citrus zest notes, with a cocoa throughline."
92,Origin Coffee Roasters,Colombia La Guamera Honey,"Kihei, Maui, Hawaii","Caldas Department, Colombia",Medium-Light,56/78,$19.00/12 ounces,2019-02-01,9,8,9,8,,8,,"Crisp, high-toned, richly sweet. Strawberry, cocoa powder, honeysuckle, cedar, cashew butter in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny mouthfeel. The finish consolidates to cocoa and honeysuckle with a throughline of rich, cedar-like aromatic wood.","Produced by the Muñoz family at La Meseta-Guamera farm from trees of the Caturra, Castillo and Colombia varieties of Arabica. This is a honey-processed coffee, which means that the outer skin is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Founded by roaster Heather Brisson-Lutz in 2018, Origin Coffee Roasters highlights the origin of each carefully selected coffee with a roast profile that supports the specific characteristics of the green bean. Visit www.origincoffeemaui.com for more information.",,"A deeply sweet, subtly fruit-toned cup processed by the honey method, unusual for coffees from Colombia."
92,Paradise Roasters,Moonbow Decaf,"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,2019-02-01,8,9,9,8,,8,,"Richly and sweetly tart, chocolaty. Dark chocolate, hazelnut butter, lightly scorched cinnamon, date, fir in aroma and cup. Sweet in structure with gentle, rounded acidity; velvety mouthfeel. The chocolaty finish is complicated by date and hazelnut.","This exceptional coffee was selected as the No. 27 coffee on Coffee Review’s list of the Top 30 Coffees of 2019.  A blend of various coffees from South America, decaffeinated at origin using ethyl acetate, a solvent derived from sugar cane. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com for more information.",,"A very impressive decaf, tested here for drip or other non-espresso applications: Sweet, balanced, cocoa-driven."
95,Origin Coffee Roasters,Sumatra Tano Batak,"Kihei, Maui, Hawaii","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/76,$20.99/12 ounces,2019-02-01,9,9,9,9,,9,,"Nuanced, layered, richly sweet-savory. Fine musk, wisteria-like flowers, dark chocolate, pipe tobacco, black cherry in aroma and cup. Balanced sweet-tart-savory structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The finish is resonant, flavor-saturated, and impressively long.","This coffee was grown by indigenous Batak people, who have been involved in coffee production since the practice was brought to Sumatra by the Dutch in the late 19th century. Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex aromatic wood and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a particularly refined example of the type, developed and imported by Olam Specialty Coffee. Founded by roaster Heather Brisson-Lutz in 2018, Origin Coffee Roasters highlights the origin of each carefully selected coffee with a roast profile that befits the specific characteristics of the green. Visit www.origincoffeemaui.com for more information.",,"A classic Sumatra coffee: aromatically seductive, with deep florals and sweet fruit notes, supported by a fresh, foresty earthiness."
92,Thanksgiving Coffee Company,Mocha Java Blend Fair Trade Organic,"Fort Bragg, California",Ethiopia; Sumatra,Medium-Light,48/78,$14.50/12 ounces,2019-02-01,9,8,9,8,,8,,"Deep, chocolaty, cleanly fruit-toned. Dark chocolate, cedar, black cherry, magnolia, molasses in aroma and cup. Sweetly tart structure with gentle, rounded acidity. Consolidates to resonant chocolate and cherry in the finish.","The components of this blend are certified organically grown and Fair Trade certified, meaning they were purchased from small-holding farmers at a “fair” or economically sustainable price. This version of the ancient Mocha-Java blend combines a traditionally processed, wet-hulled Sumatra in place of the original Java and replaces the Yemen Mocha with a similar “natural” or dried-in-the-fruit coffee from Ethiopia. One of the country’s pioneering socially and environmentally progressive roasters, Thanksgiving aimed to combine coffee quality with social and environmental responsibility many years before the latter preoccupations became fashionable. Visit www.thanksgivingcoffee.com or call 800-648-6491 for more information.",,"A balanced, richly sweet-tart Ethiopia-Sumatra blend that’s also fair trade and organic-certified."
94,Temple Coffee Roasters,Kenya Thirikwa Single-Origin Espresso,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium,42/64,$22.00/12 ounces,2019-02-01,9,8,9,9,9,,,"Evaluated as espresso. Floral-toned, sweetly roast-deep. Frangipane, chocolate fudge, black currant, jasmine, gently scorched cedar in aroma and small cup. Velvety-smooth mouthfeel; the rich, resonant finish centers around notes of black currant and jasmine with with hints of salted fudge. In three parts milk, chocolate and floral tones bloom richly, and black currant deepens.","Despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",,"A deftly darker-roasted, rich-toned, confident Kenya espresso, classic in roast style, as well as in expression of its origin: bright, juicy, balanced, deep."
90,Voila Coffee,Cirque Tarrazu F1 Natural,"Bend, Oregon","Tarrazu growing region, Costa Rica",NA,0/0,$26.00/five 5-gram single-serve packets,2019-02-01,8,9,9,7,,7,,"Evaluated as an instant or soluble coffee at proportions of 5 grams of instant coffee powder mixed with 8.5 ounces (250 ml) of hot water. Richly sweet, fruit-toned. Strawberry, honey, cedar, hibiscus, hazelnut in aroma and cup. Bittersweet structure with tart-leaning acidity; full, syrupy mouthfeel. The crisp finish centers around strawberry and hazelnut notes.","The green coffee for this product was produced by the Tarrazu Cooperative; it is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This coffee was sourced and roasted by Cirque Coffee in Tulsa, Oklahoma and solubilized and packaged as an instant by Voilá Coffee in Bend, Oregon. Voilá Coffee was founded by Kent Sheridan in 2016 out of a desire to make specialty coffee approachable, while combining his love for exploring new coffees and roasters. Visit www.voila.coffee for more information.",,"One of the better specialty instants we’ve tested, with persuasive brightness, deep sweetness, and a plush, appealing mouthfeel."
94,Dragonfly Coffee Roasters,Ethiopia Kochere Natural,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/74,$18.00/12 ounces,2019-02-01,9,9,9,8,,9,,"Richly bittersweet, complexly fruit-toned. Chocolate fudge, dried mulberry, candied pink grapefruit zest, pistachio brittle, wisteria-like flowers in aroma and cup. Deeply sweet structure with high-toned, lively acidity; velvety mouthfeel. The finish centers around notes of chocolate fudge and dried mulberry, with a pleasingly bittersweet pink grapefruit throughline.","The Yirgacheffe region produces distinctive coffees from traditional varieties of Arabica long grown in the area. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.  Boulder, Colorado-based Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.",,"A deeply satisfying, impeccably clean natural Ethiopia cup: a chocolate bomb lifted by pretty notes of dried berries and high-toned florals."
94,Dragonfly Coffee Roasters,Rwanda Kanzu,"Boulder, Colorado","Nyamasheke, Rwanda",Medium-Light,55/77,$24.00/12 ounces,2019-02-01,9,9,9,8,,9,,"Spiced-toned, richly floral. Wisteria, sweet lime zest, date, white peppercorn, cocoa powder in aroma and cup. Sweet-tart structure with punchy acidity; crisp, lively, satiny mouthfeel. The short finish suggests a cannabis-like pungency, while cocoa and wisteria notes carry into the long.","Produced entirely from trees of the heirloom Bourbon variety and processed at the award-winning Kanzu washing station or wet mill. Rwanda’s potential as fine coffee producer has only come to fruition over the past two decades owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. Boulder, Colorado-based Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.",,"Big, characteristic Rwanda sweet-tartness juxtaposed with savory depth, with a supporting intrigue of spice, flowers and complex fruit."
93,Coava Coffee Roasters,Porfirio Castellanos Honduras,"Portland, Oregon","Santa Bárbara, Honduras",Medium-Light,56/80,$15.00/250 grams,2019-01-01,9,8,9,8,,9,,"Crisply sweet-savory. Toffee, black cherry, rosewood, walnut, violet-like flowers in aroma and cup. Richly bittersweet structure with juicy acidity; satiny-smooth mouthfeel. The crisp finish consolidates to notes of black cherry and walnut.","Produced by Porfirio Castellanos entirely of the Pacas variety of Arabica. This is a wet-processed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Coava is a Portland-based coffee roaster, now with a San Diego location as well, that aims to provide quality coffee and education regarding the preparation of good coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",,"A rich, savory-leaning Pacas cup with tremendous depth of aroma and flavor."
93,Coava Coffee Roasters,Santa Luzia Brazil,"Portland, Oregon","Cerrado Mineiro growing region, Santa Luzia, Brazil",Medium-Light,54/78,$15.00/250 grams,2019-01-01,9,9,9,8,,8,,"Delicate, fruit-toned. Dried strawberry, brandy, dark chocolate, cedar, pink peppercorn in aroma and cup. Sweet-toned in structure with gentle, round acidity; lightly syrupy mouthfeel. Sweetly fermenty in the finish with notes of berry liqueur and pink peppercorn.","Produced by Jose Oliveira entirely of the Catuai variety of Arabica, and processed by the pulped natural method, meaning that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but all or some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Coava is a Portland-based coffee roaster, now with a San Diego location as well, that aims to provide quality coffee and education regarding the preparation of good coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",,"A quiet, integrated fruit-forward coffee from Brazil, with leading notes of brandy-toned strawberry and chocolate."
94,JBC Coffee Roasters,Kivu DR Congo,"Madison, Wisconsin","Kalehe, South Kivu Province, Democratic Republic of the Congo",Medium-Light,56/78,$16.90/12 ounces,2019-01-01,9,9,9,8,,9,,"High-toned, balanced, crisply sweet. Apricot, tangerine zest, dark chocolate, honey, rhododendron in aroma and cup. Sweet-tart structure with juicy, bright acidity; buoyant, syrupy mouthfeel. The rich finish is centered around notes of dark chocolate and tangerine zest, with vanilla-toned florals.","Produced entirely from trees of Bourbon-related varieties of Arabica by members of the SOPACDI coop. Located overlooking Lake Kivu, on the opposite side of the lake from Rwanda, this rapidly growing cooperative now has nearly 6,000 members and apparently is succeeding in its goal to help heal wounds left by the latest in eastern Congo’s seemingly endless string of horrific rebellions and civil wars. A wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. This coffee is certified organically grown and certified fair trade, meaning it was purchased at no less than a minimum price determined by the certifying agency to be economically sustainable for the farmers. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",,"A richly sweet, elegantly composed Bourbon cup from the Democratic Republic of the Congo; multi-layered and deeply engaging."
94,Café Grumpy,Honduras Las Flores Parainema,"Brooklyn, New York","Santa Bárbara, Honduras",Medium-Light,56/80,$22.00/12 ounces,2019-01-01,9,9,9,8,,9,,"Spice-toned, complex, richly bittersweet. Blackberry, dark chocolate, blood orange zest, ginger blossom, oak in aroma and cup. Bittersweet in structure with bright, high-toned acidity; plush, syrupy mouthfeel. The resonant finish is redolent with notes of cocoa-toned blackberry and spicy ginger blossom.","This exceptional coffee was selected as the No. 26 coffee on Coffee Review’s list of the Top 30 Coffees of 2019. Produced by César Fernandez of El Cielito farm entirely of the Parainema variety of Arabica, a hybrid developed by the Honduran Coffee Institute for its resistance to drought and disease. This is a wet-processed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. An integral part of New York’s coffee renaissance, Brooklyn-based Café Grumpy opened its first café in 2005 and has since expanded to eight locations in New York, including a roasting facility, and one in Miami. Visit www.cafegrumpy.com or call 718-383-0748 for more information.",,"A subtly but strikingly original Honduras coffee: deep, complex and sweetly spice-toned."
93,Choosy Gourmet,Specialty Coffee Blend Espresso,"Kaohsiung, Taiwan","Ethiopia, Colombia, Kenya",Medium-Light,51/75,NT $250/16 ounces,2019-01-01,9,8,9,8,9,,,"Evaluated as espresso. Rich, chocolaty, sweetly tart. Dark chocolate, peach, Szechuan peppercorn, orange zest, myrrh in aroma and small cup. Smooth, satiny mouthfeel; resonant, chocolaty finish. In three parts milk, notes of Szechuan peppercorn and dark chocolate harmonize sweetly, with undercurrents of peach and myrrh.","A blend of coffees from Ethiopia (natural-processed), Colombia and Kenya. Choosy Gourmet is a cafe in Kaohsiung, Taiwan, where founder Howard Hung’s mission is to highlight the “living soul” of each coffee. Visit www.choosygourmet.com, https://www.facebook.com/choosy.gourmet, email choosygourmet@gmail.com or call +886-7-3509609 for more information.",,"An espresso blend in which spice notes — in particular, a peppery element reminiscent of sweet Szechuan peppercorns — figure prominently and are in harmonious balance with the rich sweetness of the coffee, both in the straight shot and in milk."
93,Temple Coffee Roasters,Ethiopia Gora Kone Sidamo,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,55/77,$20.00/12 ounces,2019-01-01,9,9,9,8,,8,,"Fruit-forward, richly chocolaty. Raspberry coulis, chocolate fudge, brandy, cedar, mace in aroma and cup. Sweet-tart structure with gentle, rounded acidity; full, creamy mouthfeel. Fruit-toned finish: think berries enveloped in chocolate, with a hint of mace in the long.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Like most southern Ethiopia coffees, this coffee was produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",,"A playful, unrestrained fruit bomb of a coffee, rich with berry and fudgy chocolate notes throughout."
95,Temple Coffee Roasters,Kenya Ruthaka Peaberry,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium,48/72,$19.00/12 ounces,2019-01-01,9,9,10,8,,9,,"Deeply sweet, richly savory. Dark chocolate, pistachio, red currant jam, honeysuckle, a hint of marjoram in aroma and cup. Balanced, sweetly savory structure with elegant, lilting acidity; lush, syrupy mouthfeel. The resonant finish consolidates to notes of dark chocolate and red currant, with undertones of crisp marjoram.","Despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This particular sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",,"A high-toned, nuanced Kenya cup, classic in its presentation of sweet-tart currant and deep chocolate notes."
91,Doi Chaang Coffee,Espresso,"Richmond, British Columbia, Canada",Northern Thailand,Medium,46/68,CAD $29.99/32 ounces,2019-01-01,8,8,8,8,9,,,"Evaluated as espresso. Deeply rich, sweetly roast-rounded. Dark chocolate, gently scorched cedar, magnolia, black cherry, almond in aroma and small cup. Full, satiny mouthfeel; crisp, resonant finish centered around dark chocolate and black cherry notes, underscored by cedar-like aromatic wood. In three parts milk, the chocolate blooms and and notes of black cherry and magnolia resurface.","Doi Chaang is a single-estate coffee produced by a northern Thailand hill tribe in the Golden Triangle mountains of Thailand and roasted in Canada. The independent coffee growers are strategic partners with the Canadian company, which returns $0.17 per pound of coffee sold directly back to the farmers. Visit www.doichaangcoffee.com or call 866-924-2264 for more information.",,"A rich, resonant espresso from Thailand, especially attractive in cappuccino-scaled milk."
93,Flight Coffee Co.,Ethiopia Deri Kochoha,"Bedford, New Hampshire","West Guji Zone, Oromia Region, southeastern Ethiopia",Medium-Light,56/80,$17.00/12 ounces,2019-01-01,9,9,9,8,,8,,"Bright, crisp, sweetly tart. Citrus medley, cacao nib, pink peppercorn, dogwood, almond in aroma and cup. Sweet-tart structure with lively acidity; crisp, satiny mouthfeel. The short finish is intense with notes of citrus and pink peppercorn, while the long softens to almond-toned florals.","From the Deri Kochoha mill in the Hagere Maryame District, a little south of the famous Yirgacheffe region, where coffees largely from trees of indigenous varieties long grown in the region are subject to classically rigorous, traditional processing and drying procedures. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Flight Coffee is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire. Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"A poised and melodic wet-processed Ethiopia coffee, centered on complex citrus notes supported by sweet spice and cocoa."
90,JBC Coffee Roasters,ASOPAP Colombia,"Madison, Wisconsin","Planadas, southern Tolima growing region, Colombia",Medium-Light,55/77,$15.90/12 ounces,2019-01-01,8,8,8,8,,8,,"Crisply sweet, cocoa-toned. Cocoa nib, almond nougat, narcissus-like flowers, apricot, a hint of pipe tobacco in aroma and cup. Sweet-tart structure with lively acidity; crisp, satiny mouthfeel. The long, resonant finish consolidates to notes of apricot and cocoa-toned almond.","Produced by the ASOPAP Small Producer Association from trees of the Caturra, Bourbon, Typica and Castillo varieties of Arabica, all wet-processed. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",,"A solid Colombia cup, classic in its deep, balanced sweetness and cocoa throughline."
93,Blues Brew Coffee,Ethiopia Yirgacheffe Kochere,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/75,NT $450/225 grams,2019-02-01,9,9,9,8,,8,,"Delicate, sweetly herbaceous. Cocoa nib, bergamot, narcissus-like flowers, black tea, cedar in aroma and cup. Sweet-savory structure with rich, citrusy acidity; full, syrupy mouthfeel. The finish is redolent with notes of bergamot and narcissus in the short, cocoa-toned cedar in the long.","Southern Ethiopia coffees like this one are produced from traditional, largely indigenous varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Blues Brew Coffee is Taipei-based coffee roaster whose goal is to seek the highest quality coffees for the enjoyment of global coffee-lovers. For more information, visit https://www.facebook.com/bluesbrewcoffee.",,"Citrus-driven, sweetly herb-toned, very delicate yet aromatically rich."
