coffee_id,Country_of_Origin,Farm_Name,Lot_Number,Mill,ICO_Number,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Grading_Date,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Expiration,Certification_Body,Certification_Address,Certification_Contact,parsed_expiration,parsed_grading_date
136,Taiwan,dragon 龍咖啡,,dragon coffee 龍咖,,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Gu yong long 古永龍,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,,84.67,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
1026,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,,bi yun si shi yi 碧云四十一咖啡坊,,blossom valley宸嶧國際,900,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,,80.92,0.11,,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
1120,Taiwan,wu kun shan coffee 吳焜山咖啡園,,wu kun shan coffee 吳焜山咖啡園,,blossom valley宸嶧國際,250,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,,80.08,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
736,Taiwan,眉泉莊園        ,1,台中市新社區新社里中和街4段88號        ,,宸嶧國際,,,林玲美0918232039        ,1,10 kg,Blossom Valley International,2016/2017,February 13 2017,cqi taiwan icp cqi台灣合作夥伴,,,,7,7.08,7,7.17,7,7,10,10,10,10,,82.25,0.1,Blue-Green,0,0,0,February 13 2018,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2018-02-13,2017-02-13
1014,Taiwan,八杞莊園,1,non,,八杞莊園,200,taiwan,蕭閔家,150,1 kg,Blossom Valley International,2017,December 8 2017,cqi taiwan icp cqi台灣合作夥伴,Other,,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,,80.92,0,Blue-Green,0,0,0,December 8 2018,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2018-12-08,2017-12-08
887,Taiwan,guo xin ka fei 國昕咖啡,,guo xin ka fei 國昕咖啡,,blossom valley宸嶧國際,750,nantou,Wu cai jin 吳蔡錦,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,,81.67,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
826,Taiwan,dragon coffee 龍咖啡,,dragon coffee 龍咖啡,,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,35,30 kg,Blossom Valley International,2012,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,,81.92,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
939,Taiwan,山彎有機咖啡農場,,三彎農會,Taiwan台灣,宸嶧國際,110,苗栗三灣,謝文品,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,,81.42,0.12,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
279,Taiwan,優遊吧斯股份有限公司yuyupas international corp.,1,none,None,宸嶧國際,1200,台灣,鄭虞坪,167,30 kg,Blossom Valley International,2016,February 23 2016,cqi taiwan icp cqi台灣合作夥伴,,,,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,,83.83,0,,0,0,0,February 22 2017,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2017-02-22,2016-02-23
915,Taiwan,谷泉咖啡莊園,,寶島咖啡,123,宸嶧國際,180,古坑鄉荷包村尖山坑60號,劉易騰,123,2 kg,Blossom Valley International,2015,September 17 2015,cqi taiwan icp cqi台灣合作夥伴,Typica,,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,,81.5,0.12,Green,0,2,0,September 16 2016,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2016-09-16,2015-09-17
1069,Taiwan,王秋金,1,non,,王秋金,50,taiwan,王秋金,20,5 kg,Blossom Valley International,2017,December 8 2017,cqi taiwan icp cqi台灣合作夥伴,Other,,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,,80.5,0,Blue-Green,0,0,0,December 8 2018,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2018-12-08,2017-12-08
1119,Taiwan,a shu she coffee 阿束社咖啡莊園,,a shu she coffee 阿束社咖啡莊園,,blossom valley宸嶧國際,150,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,,80.08,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
347,Taiwan,dragon coffee 龍咖啡,,dragon coffee 龍咖啡,,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Gu zhi min 古智閔,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,,83.58,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
1031,Laos,savan coffee bean,201601,none,,宸嶧國際,1300,"paksong,laos","Paksong,Laos",20,50 kg,Blossom Valley International,2016,June 22 2017,cqi taiwan icp cqi台灣合作夥伴,Catimor,,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,,80.83,0,Green,0,0,0,June 22 2018,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2018-06-22,2017-06-22
426,Taiwan,以勒咖啡,,以勒咖啡,Taiwanw台灣,宸嶧國際,800,南投國姓,蘇詠晴,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,,83.25,0.1,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
618,Taiwan,伊娜咖啡莊園,,伊娜咖啡莊園,Taiwan台灣,宸嶧國際,1200,嘉義阿里山,林道明,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,,82.67,0.08,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
1081,Taiwan,春風咖啡,,春風咖啡,Taiwan台灣,宸嶧國際,600,南投國姓,曾林春英,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,,80.42,0.14,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
969,Taiwan,jia jia coffee 佳佳咖啡莊,,jia jia coffee 佳佳咖啡莊,,blossom valley宸嶧國際,650,nantou,Liu ying wu 劉穎悟,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,,81.25,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
923,Taiwan,xu yuan zhang 徐源漳,,xu yuan zhang 徐源漳,,blossom valley宸嶧國際,600,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,,81.5,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
1116,Taiwan,好自在咖啡莊園,,好自在咖啡莊園,Taiwan台灣,宸嶧國際,850,苗栗泰安,簡義榮,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,,80.08,0.07,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
1027,Taiwan,bai he lin coffee 白鶴林咖啡莊園,,bai he lin coffee 白鶴林咖啡莊園,,blossom valley宸嶧國際,688,nantou,Ding jin cai 丁金財,5,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,,80.92,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
353,Taiwan,南投縣魚池鄉水社村中正路63-1號,2,黑咖啡道咖啡,,宸嶧國際,,,黑咖啡道王憲備0912326001        ,1,10 kg,Blossom Valley International,2016 / 2017,February 13 2017,cqi taiwan icp cqi台灣合作夥伴,,,,7.58,7.58,7.17,7.17,7,7,10,10,10,10,,83.5,0.11,Blue-Green,0,0,0,February 13 2018,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2018-02-13,2017-02-13
380,Taiwan,日月潭文武莊園,1,南投縣埔里鎮蜈蚣里,,宸嶧國際,,,黃素貞0939227229,1,10 kg,Blossom Valley International,2015,February 13 2017,cqi taiwan icp cqi台灣合作夥伴,,,,7.67,7.67,7,7.08,7,7,10,10,10,10,,83.42,0.11,Blue-Green,0,0,0,February 13 2018,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2018-02-13,2017-02-13
1090,Taiwan,tokoffee莊園,,tokoffee莊園,,blossom valley宸嶧國際,600,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Yellow Bourbon,,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,,80.33,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
770,Taiwan,song yue coffee 嵩岳咖啡,,song yue coffee 嵩岳咖啡,,blossom valley宸嶧國際,1200,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,60,60 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,,82.17,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
1171,Taiwan,su-zhen huang 黃素真,,黑咖啡道咖啡,none,blossom valley宸嶧國際,700,nantou,張素真,10,2 kg,Blossom Valley International,2014,May 23 2015,cqi taiwan icp cqi台灣合作夥伴,Typica,,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,10,7,,79.5,0,,0,1,0,May 22 2016,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2016-05-22,2015-05-23
722,Taiwan,yu jin gui 玉金櫃咖啡,,yu jin gui 玉金櫃咖啡,,blossom valley宸嶧國際,600,taichung xinshe 台中市新社區,Lin yu ding 林玉定,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,,82.33,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
743,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,,guo xin ka fei 國昕咖啡,,blossom valley宸嶧國際,650,nantou,Lin yu tang 林玉堂,35,60 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,,82.25,0.11,Green,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
488,Taiwan,alishan zou zhu yuan 阿里山鄒築園,,alishan zou zhu yuan 阿里山鄒築園,,blossom valley宸嶧國際,1300,chiayi alishan 嘉義縣阿里山鄉,Fang zheng lun 方政倫,50,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,,83.08,0.11,,0,0,0,December 26 2014,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2014-12-26,2013-12-26
538,Ethiopia,-,none,,010/0357/0085,belayneh kindie,2000,"blida,kercha,guji,oromia",-,250,60 kg,Blossom Valley International,2016,February 26 2016,cqi taiwan icp cqi台灣合作夥伴,Ethiopian Heirlooms,,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,,82.92,0,Bluish-Green,1,20,0,February 25 2017,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2017-02-25,2016-02-26
270,Taiwan,神谷山莊園,,神谷山莊園,Taiwan台灣,宸嶧國際,950,台中和平區,張瑞宏,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,,83.92,0.06,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
1050,Taiwan,胖胖糖,1,hand peeled,non,宸嶧國際,,taiwan,唐權盛,160,1 kg,Blossom Valley International,2016,August 12 2016,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,,80.67,0,Green,0,1,0,August 12 2017,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2017-08-12,2016-08-12
539,Taiwan,佐佑品咖啡莊園,,誼鎂有限公司,123,宸嶧國際,775,台東太麻里,許文郎,11,2 kg,Blossom Valley International,2014,September 7 2015,cqi taiwan icp cqi台灣合作夥伴,Typica,,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,,82.92,0,Green,0,9,0,September 6 2016,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2016-09-06,2015-09-07
508,Taiwan,雅慕伊,,雅慕伊,Taiwan台灣,宸嶧國際,1200,嘉義阿里山,雅慕伊,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,,83,0.08,Green,0,0,0,November 23 2015,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2015-11-23,2014-11-23
610,Laos,savan coffee bean,1,non,,宸嶧國際,1300,"paksong,laos","Paksong,Laos",60,50 kg,Blossom Valley International,2015,June 2 2016,cqi taiwan icp cqi台灣合作夥伴,Catimor,,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,,82.67,0.13,Bluish-Green,0,0,0,June 2 2017,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,2017-06-02,2016-06-02
1230,Mexico,llano hermoso,,"llano hermoso, xochitonalco huautla, oaxaca",0,asociación agricola local de productores de café de huautla de jimenez        ,1300,"xochitonalco, huautla        ",PABLO CERVANTES MORELOS        ,100,1 kg,AMECAFE,2012,September 11 2012,pablo cervantes morelos        ,Typica,,Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,,78.33,0.13,Green,31,47,0,September 11 2013,AMECAFE,3e18a5ae6f5e2aabca37e025f94e1974558bf5f0,e3212d17882b7657b3fba559b4072e552604d5d1,2013-09-11,2012-09-11
197,China,menglian county nayun town mangzhang coffee farm,YNC-16017,menglian county nayun town mangzhang coffee farm,,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,,84.25,0.1,Green,0,1,0,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
448,China,chen lin,YNC-16056,mojiang jinggong estate speciality development co.ltd mill,,yunnan coffee exchange,1200,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,,83.17,0.11,Green,0,0,0,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
712,China,yun lan coffee co. ltd,YNC-16053,yun lan coffee co. ltd mill,,yunnan coffee exchange,1580,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,3,60 kg,Yunnan Coffee Exchange,2015,April 5 2016,yunnan coffee exchange,Catimor,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,,82.33,0.12,Green,0,2,6,April 5 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-05,2016-04-05
161,China,menglian ban’an coffee processing factory,YNC-16018,menglian ban’an coffee processing factory,,yunnan coffee exchange,1680,yunnan,Menglian Ban’an Coffee Processing Factory,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,,84.5,0.1,Green,0,1,0,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
449,China,yunnan success trade co.ltd,YNC-16028,yunnan success trade co.ltd mill,,yunnan coffee exchange,1600,dehong prefecture,Yunnan Success Trade Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,April 5 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,,83.17,0.1,Green,0,3,0,April 5 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-05,2016-04-05
591,China,man ganna estate,YNC-16057,"puwen lvyou coffee co.,ltd",,yunnan coffee exchange,1100,yunnan,"Puwen Lvyou Coffee Co.,Ltd",3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,,82.75,0.1,Green,0,0,0,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
681,China,menglian gao sanlin coffee factory,YNC-16047,menglian gao sanlin coffee factory,,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,,82.42,0.1,Green,0,0,0,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
592,China,pu'er lingdu yunlin coffee co.ltd,YNC-16014,pu'er lingdu yunlin coffee co.ltd mill,5.30E+12,yunnan coffee exchange,1500,menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,3,60 kg,Yunnan Coffee Exchange,2015,April 5 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,,82.75,0.11,Green,0,2,0,April 5 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-05,2016-04-05
301,China,pu’er specialty coffee cupping center,YNC-16063,pu’er specialty coffee cupping center,,yunnan coffee exchange,1650,yunnan,Pu’er Specialty Coffee Cupping Center,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,,83.75,0.1,Green,0,2,1,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
339,China,menglian mang pan professional cooperative,YNC-16029,menglian mang pan professional cooperative,,yunnan coffee exchange,1100,yunnan,Menglian Mang Pan Professional Cooperative,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,,83.58,0.1,Green,0,4,1,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
76,China,pu'er city longke coffee co.ltd,YNC-16115,pu'er city longke coffee co.ltd,,yunnan coffee exchange,1700,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Natural / Dry,8,8,8,7.83,7.83,7.75,10,10,10,7.92,,85.33,0.1,Green,0,0,0,April 6 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-06,2016-04-06
19,China,echo coffee,YNC-06114,echo coffee mill,,yunnan coffee exchange,1450,yunnan,Echo Coffee,3,60 kg,Yunnan Coffee Exchange,2015,April 7 2016,yunnan coffee exchange,Catimor,,Washed / Wet,8.42,8.25,8.08,8.17,7.92,8,10,10,10,8.42,,87.25,0.1,Green,0,0,0,April 7 2017,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,2017-04-07,2016-04-07
989,Nicaragua,cafetales santa matilde,,beneficio san carlos,017/001/652,"comercial internacional exportadora, s.a.",,jinotega,ROLANDO LACAYO,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,March 28 2015,rolando lacayo,Other,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,,81.08,0.11,,0,1,0,March 27 2016,Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,2016-03-27,2015-03-28
1170,Nicaragua,las nubes,,,017/176/160,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,July 6 2015,cooperativa el gorrion r.l,Caturra,,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,,79.5,0.12,Green,0,6,0,July 5 2016,Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,2016-07-05,2015-07-06
1216,Nicaragua,,,,017-053,exportadora atlantic s.a,,,,275,2 kg,Asociación de Cafés Especiales de Nicaragua,2014,March 28 2015,"exportadora atlantic, s.a.",,,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,,78.58,0.11,Green,1,1,0,March 27 2016,Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,2016-03-27,2015-03-28
